2340832,-0.427769,-0.470358,0.610513,-0.472283
2340945,0.126373,0.536227,-0.597869,0.582274
2341038,-0.207807,-0.520295,0.710445,-0.425885
2341128,-0.217401,-0.585607,0.70211,-0.341824
2341220,-0.217384,-0.585602,0.702118,-0.341826
2341314,-0.217384,-0.585602,0.702118,-0.341826
2341405,-0.281535,-0.590068,0.693487,-0.30271
2341518,0.441185,0.676912,-0.505719,0.302314
2341615,0.174382,0.801529,-0.35186,0.450929
2341708,0.0195092,0.865861,-0.348354,0.358543
2341802,-0.207208,0.924184,-0.265434,0.180258
2341904,-0.328107,0.824255,-0.45705,0.0636716
2341998,-0.565716,0.717115,-0.405204,-0.0390086
2342090,0.379262,-0.5469,0.668212,0.332496
2342181,0.109875,-0.607668,0.744666,0.253256
2342277,0.113689,-0.606379,0.751781,0.232822
2342372,0.0834673,0.707581,-0.698753,-0.0640863
2342472,-0.150489,-0.405206,0.893733,-0.120014
2342581,-0.410798,-0.0639138,0.896023,-0.155892
2342678,-0.334273,0.0268658,0.919524,-0.204976
2342774,-0.309643,0.0660498,0.928856,-0.192317
2342872,-0.446808,-0.134054,0.881747,-0.0701101
2342965,-0.450259,-0.197335,0.869954,-0.0388122
2343089,-0.441203,-0.225599,0.868393,-0.0184301
2343180,-0.374244,-0.20871,0.903432,-0.0138631
2343273,-0.374244,-0.20871,0.903432,-0.0138631
2343367,0.106363,-0.278751,0.953907,-0.0323369
2343463,0.11915,-0.252032,0.96032,-0.00823633
2343558,-0.053808,0.666779,-0.440309,0.598864
2343652,-0.0905659,0.725887,-0.356167,0.581404
2343752,-0.148234,0.785725,-0.277286,0.532706
2343846,-0.196052,0.799307,-0.255639,0.507268
2343939,-0.193468,0.841425,-0.241546,0.442978
2344032,0.322403,-0.403164,0.721815,-0.460976
2344125,-0.115474,-0.252613,0.82047,-0.499682
2344215,0.107322,0.227543,-0.761804,0.59696
2344309,0.118843,0.219607,-0.760247,0.599728
2344409,0.115461,0.205989,-0.731559,0.639577
2344524,0.118954,0.315965,-0.792594,0.507751
2344619,-0.147209,-0.331099,0.818823,-0.445232
2344724,-0.169822,-0.287935,0.85459,-0.397404
2344839,-0.239424,-0.311619,0.876579,-0.277811
2344935,-0.320898,-0.325997,0.86766,-0.194722
2345028,-0.378372,-0.31673,0.857275,-0.146956
2345129,-0.433838,-0.366512,0.819423,-0.0774504
2345222,-0.450945,-0.185422,0.849727,-0.200577
2345315,-0.470097,-0.319169,0.810685,-0.141177
2345407,-0.310376,0.139577,0.884419,-0.319355
2345499,-0.462503,-0.261605,0.808813,-0.251944
2345590,-0.459286,-0.277333,0.800076,-0.268368
2345684,-0.474629,-0.290815,0.785951,-0.269138
2345783,-0.480498,-0.316855,0.768723,-0.278907
2345878,-0.492344,-0.2502,0.734413,-0.394505
2345976,-0.495145,-0.247863,0.733614,-0.393962
2346089,-0.48557,-0.166131,0.725233,-0.458977
2346181,-0.471334,-0.261743,0.707596,-0.456774
2346277,-0.439166,-0.238194,0.719944,-0.481744
2346373,0.39723,0.220409,-0.715107,0.531272
2346472,0.351879,0.257918,-0.716035,0.544935
2346563,0.297067,0.218528,-0.706265,0.604306
2346658,0.244517,0.225316,-0.688973,0.644019
2346749,0.246027,0.166353,-0.66951,0.680848
2346841,0.237755,0.1797,-0.677811,0.672125
2346933,-0.162469,0.198955,0.885037,-0.38824
2347029,-0.136953,-0.356947,0.780052,-0.495329
2347124,0.15178,-0.384017,0.793843,-0.446439
2347228,-0.0392411,-0.499435,0.752483,-0.427544
2347335,-0.153639,-0.357484,0.854516,-0.344098
2347441,-0.154109,-0.357634,0.854568,-0.343602
2347556,-0.278202,-0.340128,0.865534,-0.240347
2347656,-0.291765,-0.323191,0.863955,-0.252988
2347749,-0.32518,-0.400272,0.83047,-0.210616
2347845,-0.347072,-0.402912,0.82511,-0.190777
2347958,-0.349741,-0.402535,0.823578,-0.193305
2348058,-0.35154,-0.401462,0.823018,-0.19465
2348151,-0.361603,-0.417641,0.797155,-0.243646
2348241,0.0473416,0.662554,-0.567757,0.486243
2348326,0.102745,0.837352,-0.375686,0.383596
2348415,-0.0981961,0.585484,-0.62609,0.505547
2348500,-0.0115734,0.880864,-0.293908,0.370894
2348592,-0.0484059,0.830525,-0.341844,0.437066
2348679,-0.0648749,0.838477,-0.328815,0.429683
2348768,-0.124424,0.813828,-0.343656,0.451777
2348853,-0.170843,0.798147,-0.346879,0.462006
2348946,-0.181721,0.809137,-0.347509,0.437622
2349047,-0.174166,0.810992,-0.344891,0.439328
2349148,-0.179347,0.811812,-0.341858,0.438097
2349241,-0.126867,0.860938,-0.35659,0.339902
2349331,-0.123088,0.851194,-0.383188,0.336874
2349430,0.341922,-0.342506,0.755267,-0.441985
2349530,-0.087699,-0.455472,0.799163,-0.382351
2349622,-0.0820649,-0.474518,0.791454,-0.376429
2349714,-0.317833,-0.273653,0.853854,-0.30827
2349803,-0.322257,-0.273044,0.851903,-0.309611
2349888,-0.371837,-0.370377,0.830307,-0.187479
2349977,0.226168,0.671845,-0.632909,0.311284
2350063,0.212329,0.684264,-0.607733,0.342577
2350147,-0.326685,-0.35986,0.808297,-0.332317
2350233,-0.324893,-0.37285,0.801713,-0.335684
2350316,-0.316235,-0.359967,0.795594,-0.370742
